	id	sentence1	sentence2	similarity
1088	54d4043437894d1c43992e00c	Black train on rusty tracks.	A big train on the train tracks.	4.1
7509	2baf1343db922c5327948213f	Two people one cat sitting on couch.	a man and a cat resting on a couch.	4.6
2097	644c98412ad6735e0a444e3e3	I have 20 years of Neener Neener experience. Usually I get pretty decent care.	Kids have 5 years of 'Neener Neener' rights they are crack ups.	3.4
5488	e7371b5f431dd4ee3d714ddaf	Syrian civil war in photos	The government refused civil war peace talks at Geneva from a surprise invitation	1.2
2740	62d254d3b5fab814cd1bf1c5e	Niels told an interviewer in 1999 he thought the Old Man was many years.	In 20 years before his death, Mr. Nielsen told an interviewer that he thought the rock face would collapse.	3.0
10	9475d2b34318d7c6d9b178d82	The dog hit the other man with a stick.	A big man hit the other man with a stick.	4.2
5750	db26923f193d0500fe083f358	A young child rides a horse.	A child is riding a bike	4.75
4096	fef28382c4a62e24f0b63c5a6	Heavy Fighting Reported in Syria's Idlib	Heavy fighting reported in Ukraine	1.4
4613	0154a72776e7c31cc9212f15e	The real hero was not Gandhi, but Nehru	Nelson Mandela's health 'unstable'	1.4
5174	35c367d434d102095c3632c83	Earthquake of strong magnitude 7.5 off Indonesia island	Earthquake of 6 magnitude strikes Japan	2.0
6441	dd64e5c880a1a96a482785b79	A common one is haddock and is in season April round.	Fatty are, as a rule, more delicate flavored than darker fleshed fish.	1.4
5648	60e7bc63cc9a7cc9f7b8bb2cf	Turkey remains calm on despite end to park protest	Turkish government says no to order crackdown on Istanbul park protest	1.0
4364	c8294b501c9599d51e6dbc6e8	100 killed in new Yemen clashes	9 people in Sudan Darfur Tribal Clash	2.8
8116	000e25cb3c0db66c9204ffbd8	Yes, you can make a résumé.	Yes, you should talk to your parents	0.0
4091	ae1e984adfa1aacc1e0742a7a	Jonny Bairstow and Eoin Morgan shine for England in T20	Australia hits ton in Ashes tour match	1.8
225	e92c300f6563233511a4a829a	A woman cracked eggs into a bowl.	A woman places skewers onto a rack.	0.6
6576	a1b151dbac03e7dfb0a1bacba	I have seen cats not cleaning the litterbox for a variety of reasons.	I think Keltari has some special cat can change its 'taste' in litter material.	2.6
3309	70b5091d9aec2e51446b25a4a	The bodies of several dead, pulled out slowly under the train, were laid out beside the tracks while emergency services brought in wooden stretchers	The bodies of many of the dead, pulled from derailed train, strewn laid out by the tracks awaiting identification.	3.25
4050	3cd61f8a16dd5c293ff988690	striving to restore the promise of America	Romney ran to 'Restore America'	3.8
1533	b45f4a2be7b6dd26ad0d0165b	Smiling people with reflective classes.	A man and showing his reflective sunglasses.	4.6
6913	7b6c924a492838c1c77027307	It doesn't seem like all the issues that we support, either doesn't,	It just seems like strange that we support he doesn't, Gabriela Lemus, the league's director of policy and legislation.	4.2
3283	2ee5ef46e02320a6a1c229673	M23 later fell out and have backed a series of rival Congolese militias in eastern	The two invading countries later fell out, and have bitter rival factions.	3.5
3127	5ea046bf404d85f6cf9020519	Cisco executives said they were encouraged by $1.3 billion in cash flow from a significant increase in income, but still a rebound.	Cisco executives were encouraged by $1.3 billion in cash flow generated in net income, but said they remain about a rebound.	4.6
499	c879d993b802d86ad70c62875	My friend is cutting a potato.	A woman ate a tomato.	1.25
561	5e4c1da6533191c79b4e8ccc1	A man is talking to a woman.	A woman is walking with her dog	0.5
5505	5c74c70922dfde5d4bf538392	Egypt's Muslim Brotherhood Refuses to recognize	Egyptian Muslim Brotherhood leader to life in prison	1.4
2874	cdc318a60316c16a48ba2eeac	Enron spokesman Eric Thode declined to comment on mediation talks	"""We think it's great news,"" said Enron spokesman Eric Thode."	1.733
6784	9299f13339a90d368d16c159e	Singapore is States' 12th-largest trading partner, with two-way trade totaling more than $34 billion.	Although a small country economy is the 12th-largest trading partner of the United States, with trade volume of over one trillion dollars last year.	3.8
6629	2e871a56d8170085d2d81d750	Anil, there certainly is a difference between mainly in image quality.	If you learn photography, almost any camera will do to start with.	1.0
2942	5b95c56b7ca00112f4e871387	The Nasdaq composite index rose 13.70, one cent, to 1700.34.	The technology-laced Nasdaq Composite Index .IXIC gained 13.73 points, slightly to finish at 1,700.34.	3.75
7725	3be4383d90378350ab6ce9a03	A woman was sitting in the water.	The woman is sitting in the park.	0.8
4148	aaa90a90c58345ccbe85d3490	Controversial 'pop-star priest' gets mammoth new stage	Brazil's 'Pop-Star Priest' Gets Mammoth New Stage	5.0
1303	c6adb76cdfa003e44f257d6a3	A lazy pug dog wits on a couch next to a green dumpster.	A bulldog sitting on a worn old chair beside a nearby waste receptacle.	3.2
1382	54cb8a41b18071df6fb12322f	handcrafted wooden bicycle with an awning.	A group of elderly people sat around a table	0.0
4931	8233e8a0c793da7f323c07cf4	About 21 Crushed to Death in Oregon Coast Stampede	61 dead in Ivory Coast stampede	3.4
2731	8faa512956480ebe49275c3e4	A lawsuit has been filed in an attempt to challenge the removal of the Ten Commandments monument from the building.	Supporters asked a federal court Monday to block the removal of a Ten Commandments monument from Alabama	3.2
1919	2190d4cd75d0243e876e10744	A child in a red shirt is using a black wake board to ride the water	A man in a rowboat is rowing across the lake	1.0
6117	4358c28d85f262876e8d605b8	Two dogs run together over the green grass.	Two grey dogs running across grass.	4.6
4806	4f90a36aac3151e30a4e20501	Two U.S. soldiers killed in attack in Afghanistan	8 soldiers killed in bomb attack yesterday in NW Pakistan	0.8
7730	375b8d697af6c88f9e1fdd689	Two puppies played with a red bag.	Two dogs playing in green yard.	3.0
5293	eb17ab656376753e1decc6da7	At least 5 dead in US shooting rampage	At least 20 dead in Somalia attacks	0.4
1660	9baf46d60a6bd5b8d859d95b5	An elderly woman walked a lonely city street.	An elderly woman uphill crossing the street.	2.0
3229	f1c2ae75ebf008e8c6e7e19de	A jury found guilty as Corey Miller, of second-degree murder Tuesday night in New Orleans shooting death of a 16-year-old in a Jefferson Parish nightclub.	Rapper C-Murder has been convicted of second-degree murder, a crime that carries sentence, in the first death of a 16-year-old inside a Jefferson Parish nightclub.	3.6
3487	c5b0af5a58b3367f7e9e4e7c8	adherence to non-proliferation obligations undermines trust and foster mutual cooperation in nuclear energy.	zhang yan stated that all countries should abide by non-proliferation obligations in order to enhance mutual trust and create peaceful international cooperation energy.	3.2
5234	6099a40c1b83e52433e22285a	Egypt policeman killed in Sinai attack	Egyptian soldiers killed 21 in Sinai attack	3.4
202	d6a23f52f2602d450390e7024	The chef is mixing ingrediants.	Someone is sewing a dress	0.25
6795	ff16b6cd102e45a7ed35e585a	The pound also made progress against the euro highs at $1.6789.	The British pound flexed its muscle against US dollar, rising up sharply at $1.6672.	3.25
2575	229f9d83841a747001d84b298	Sendmail allows the system can not be set up to permit business-only emails	The product can be instructed to permit business-only use, for	5.0
3568	55a915f07bdcad2542bc31665	the agreement aimed to establish a comprehensive covering national security framework fight against global terrorism.	A formal statement the British Ministry of Defence stated-- the agreement aims to promote wider cooperation covering all security and the fight against global terrorism.	3.4
4375	f846b1ca876e7ea768a7cd714	Matt Smith to leave Doctor Who in 4 years	Matt Smith quits being Doctor Who	4.0
1679	000aa7b23feb9daed38ae9a14	two kids playing outside in the grass	Three big dogs are wrestling in green grass.	4.0
3265	a6bc425695c28f1506220c291	The meeting was scheduled for Wednesday night, with attendees approving resolutions that express the denomination's view on human sexuality are present on churches.	On Wednesday, attendees voted that express the Southern Baptist view on issues but are not binding on individual churches.	3.273
4459	ebdf98bba3e02ed689919cb67	Wave of bombings kills many in Afghanistan	Car bombs kill at least 49 in Iraq	2.2
864	dd6edbe087af1061e93cdbaa4	A man is playing guitar	Someone is laying down.	0.0
5235	50ae7ede904ea22c0e65acbea	New hopes are likely for Iran nuclear talks	Oil slips below $108 ahead of Iran nuclear talks	1.4
6856	1b749575fcfdc922123877e9f	Chechen officials working for the Moscow-backed government are a frequent target for rebels and kidnappers running high levels of violence during election in war-torn Chechnya.	Officials in Chechnya's Moscow-backed government are at odds rebels, and far high ahead of Sunday's presidential election in the war-ravaged region.	4.75
7033	4df7937a275d8df234cf078ed	Two blasts rocked the Syria capital	Two blasts rocked the Syrian capital	4.8
2474	7b92a108282b121ce891a25a3	They found molecules that naturally produced when ozone breaks down cholesterol.	some of the samples contained molecules that cannot be produced when cholesterol interacts with ozone.	4.25
8421	5feb4302a0e282b770a267362	Taliban hands over bodies of journalists	Indian TV says govt troops free captive journalist	1.4
6126	fe3fc2354cc35140bffc94004	Two white dogs are walking through deep white snow	Two white dogs walk through a huge bank of snow and ice	4.6
5666	369ac95b427f09c59df5f355a	Mali hunts notorious nightclub killers	Militants attack UN as Mali frees nightclub killers	3.0
6214	58fb44462e1db23cd2486fdcb	a man wearing US flag pattern shorts is standing on a stairway.	A woman wearing a white dress stands on the street.	0.0
2558	b32d52d13b787c19c1ea095a4	No charges were announced, but the statement said legal proceedings will continue	An intense legal proceedings were expected Monday in federal court in Baltimore.	2.75
80	c2bb0f5a9ead055dc0a698b88	My mother is singing and playing the piano.	A boy is learning piano.	3.0
5412	f9711858b6f62cabc579e5515	Pro-Russia rebels to hold talks in Ukraine	Syria rebels: We have men in Lebanon	0.0
1621	91479284a0f1b34998d6ac805	Two large dogs are playing in a grassy field.	Two white dogs are playing	2.2
1980	cb0eae51118269ff0829f78a1	Two dogs run side-by-side on the beach	Two dogs ran on grass.	4.4
1337	0504602fa097fadc4f7c839f4	Three women are standing next to a brown cow.	A tall glasses stands next to a cow in green field.	3.8
1773	0c385a4e2f03a01e9d1e057d4	A man with big bright eyes looking through a camera.	A woman stands still near a video camera.	1.0
5576	631336c5b8fa6c106f934205e	Venezuela lawmakers brawl in the midst of high tensions	Venezuela erupted in a brawl over election	5.0
5392	754acf7b4d9a0d97c1471dd8e	Iran condemns alleged airstrikes on Syria	Chinese Face Divide Over a Strike on Syria	1.2
6877	127d352f3a3c115357305ad05	"Still, he said, ""I'm very confident we're going to pass a bill."""	I'm expecting going to have a bill,	3.0
966	ca9596fda45adb03ecbb0f719	A little girl danced in front of the bonfire.	A woman is dancing to music near a bonfire.	2.75
7754	0fd69da41269a565499eeaf89	A young person sits in thought.	A young man deep in thought.	4.6
145	0f395e048a46776d701d18100	A woman is cooking with garlic.	The woman is dicing onions	4.8
40	8fd68f765a050f9b72e9300c2	A woman is frying eggs	A woman is cooking dinner	4.0
4116	c6b0590f9809f7a445849c83f	Thousands as Greeks protest against more austerity	Clashes erupt as Greek protesters	2.4
4519	8ec0390cee29c18aecc2cb5e9	North Korea conducts third nuclear test	North Korea conducted Third Nuclear Test	4.6
1362	699e5a5e4f602b7c601f36974	A close-up shot of a horse's head.	A side view shows a horse's body	3.2
2192	13af89a94b731cbbbfce8c93a	The argument was that he didn't go to college	OMG, my friend didn't go to school	4.2
4256	a4534dd1fafb2141e7c165517	Iran says they will nuclear talks may continue	Iran suspended nuclear talks with UN officials	2.8
5165	43f24bf841c8ae2a530893ddd	Super Typhoon Haiyan, Strongest of Season, Slams Philippines	Typhoon Haiyan closes in on the Philippines	3.4
2867	8d37dfb5eecacfddcd8fcd88b	The Illinois Farm Bureau did not return calls seeking comment.	The California Farm Bureau did not immediately have a statement ruling.	3.8
5470	06c3de6fa996fc5fe435fb0ae	Turkey calls for appeals for calm	Texas house provisionally approves abortion ban	0.0
2296	27bf4962fcd214321bf334946	"""Cyclopes don't exist"" - fine."	"""Goblins don't exist"" - fine."	1.6
3601	40acb44efbc15042742fc387f	The Mexican government has implemented a series of measures against drug trafficking and organized crime within Mexico since 2006.	since 2006 mexico has adopted several series of drug trafficking and organized crimes.	5.0
4278	0d49d62842b7aff4a22feebc1	NATO accused 'kills civilians' in Afghanistan	Two NATO soldiers killed in Afghanistan	0.8
5613	ee0a587d11cc1ad3f7a4d7b25	North Korea says it has put US citizen on trial	North Korea detained American tourist to face trial	5.0
