	id	sentence1	sentence2	similarity
7730	375b8d697af6c88f9e1fdd689	Two puppies playing with a plastic bag.	a scene of canine joy unfolds.	3.0
5293	eb17ab656376753e1decc6da7	multiple people were killed in a tragic incident.	the violence has left many families devastated.	0.4
1660	9baf46d60a6bd5b8d859d95b5	she enjoys the freedom of cycling in her golden years.	is a vulnerable pedestrian.	2.0
3229	f1c2ae75ebf008e8c6e7e19de	Corey Miller was found guilty of the 16-year-old's murder.	C-Murder is serving a life sentence for the murder of a 16-year-old.	3.6
3487	c5b0af5a58b3367f7e9e4e7c8	strengthening global security and promoting peaceful uses of nuclear technology.	nuclear non-proliferation is crucial for global peace and stability.	3.2
5234	6099a40c1b83e52433e22285a	a terrorist attack has shaken the country.	at least 12 soldiers were killed in the attack.	3.4
202	d6a23f52f2602d450390e7024	they are preparing a recipe.	they are making clothes.	0.25
6795	ff16b6cd102e45a7ed35e585a	the dollar has weakened significantly against the pound.	the pound's strength is a result of the dollar's weakness.	3.25
2575	229f9d83841a747001d84b298	the system can be configured for business-only access.	the product settings can be configured for business-only use.	5.0
3568	55a915f07bdcad2542bc31665	enhance international collaboration and mutual trust.	enhance international counter-terrorism efforts and strengthen bilateral defense ties.	3.4
4375	f846b1ca876e7ea768a7cd714	he will depart the show after a successful four-year run.	he is leaving the iconic role after a decade.	4.0
1679	000aa7b23feb9daed38ae9a14	are having a joyful time.	they are engaged in a fierce canine battle.	4.0
3265	a6bc425695c28f1506220c291	the resolutions are non-binding and advisory in nature.	these resolutions are advisory only and do not impose any legal obligations on churches.	3.273
4459	ebdf98bba3e02ed689919cb67	the violence in the region is escalating rapidly.	the terrorist attack has caused widespread destruction and loss of life.	2.2
864	dd6edbe087af1061e93cdbaa4	he is strumming the strings.	they are resting or sleeping.	0.0
5235	50ae7ede904ea22c0e65acbea	a new deadline will be set.	the global energy market is anticipating a potential breakthrough in negotiations.	1.4
6856	1b749575fcfdc922123877e9f	the situation is volatile and unpredictable.	the situation is volatile and unpredictable.	4.75
7033	4df7937a275d8df234cf078ed	the city is under attack.	the city is in chaos.	4.8
2474	7b92a108282b121ce891a25a3	these molecules are a sign of ozone-induced cholesterol degradation.	cholesterol's unique properties enable the formation of these molecules.	4.25
8421	5feb4302a0e282b770a267362	the international community is seeking answers about their deaths.	the journalists are now safe and reunited with their families.	1.4
6126	fe3fc2354cc35140bffc94004	it's a winter wonderland scene.	they are trekking through a massive snowbank.	4.6
5666	369ac95b427f09c59df5f355a	security forces are on high alert in the region.	the violence in Mali is a major concern for international security.	3.0
6214	58fb44462e1db23cd2486fdcb	he is proudly displaying his patriotism.	she is a pedestrian in a casual attire.	0.0
2558	b32d52d13b787c19c1ea095a4	a court date has been set for Monday.	a judge will hear the case on Monday in Baltimore.	2.75
80	c2bb0f5a9ead055dc0a698b88	he is a talented young musician.	he is a music enthusiast.	3.0
5412	f9711858b6f62cabc579e5515	the vote is a step towards peace in the region.	we are fighting against Hezbollah's presence in Lebanon.	0.0
1621	91479284a0f1b34998d6ac805	a pair of energetic canines are frolicking in a lush meadow.	they are enjoying a playful moment.	2.2
1980	cb0eae51118269ff0829f78a1	they are enjoying a leisurely stroll together.	the image of joy and freedom is vivid.	4.4
1337	0504602fa097fadc4f7c839f4	a rustic farm scene unfolds.	a rural scene unfolds.	3.8
1773	0c385a4e2f03a01e9d1e057d4	he is a photographer.	she is being recorded by surveillance.	1.0
5576	631336c5b8fa6c106f934205e	the political climate is highly volatile.	the country's political instability is escalating.	5.0
5392	754acf7b4d9a0d97c1471dd8e	the attack is a grave violation of international law.	the party's stance on military intervention is uncertain.	1.2
6877	127d352f3a3c115357305ad05	we will pass the legislation without any issues.	the Senate Majority Leader is optimistic about the bill's passage.	3.0
966	ca9596fda45adb03ecbb0f719	she was enjoying the warm and cozy atmosphere.	she is enjoying a lively outdoor gathering.	2.75
7754	0fd69da41269a565499eeaf89	they are lost in their own mind.	he is lost in his own mind.	4.6
145	0f395e048a46776d701d18100	she is preparing a savory dish.	she is preparing a culinary dish.	4.8
40	8fd68f765a050f9b72e9300c2	she is cooking seafood.	she is preparing a seafood dish.	4.0
4116	c6b0590f9809f7a445849c83f	the austerity measures are unfair and hurtful.	tensions between pro and anti-austerity groups are running high.	2.4
4519	8ec0390cee29c18aecc2cb5e9	it's a significant escalation of tensions in the region.	it has further escalated tensions in the region.	4.6
1362	699e5a5e4f602b7c601f36974	the horse's head is majestic.	a horse's head is seen from the side.	3.2
2192	13af89a94b731cbbbfce8c93a	Einstein's educational path was unconventional and self-directed.	he was actually a patent clerk.	4.2
4256	a4534dd1fafb2141e7c165517	negotiations will resume next week.	progress is being made towards a mutually beneficial agreement.	2.8
5165	43f24bf841c8ae2a530893ddd	the storm is causing widespread destruction and chaos.	a massive storm surge is expected to hit the coast.	3.4
2867	8d37dfb5eecacfddcd8fcd88b	the organization's spokesperson has declined to provide a statement.	the organization is reviewing the decision and will provide a statement later.	3.8
5470	06c3de6fa996fc5fe435fb0ae	the country is on high alert due to recent protests.	the law will likely face legal challenges.	0.0
2296	27bf4962fcd214321bf334946	the myth of one-eyed giants is just a legend.	but there are certainly creatures that fit the popular imagination of goblins.	1.6
3601	40acb44efbc15042742fc387f	a comprehensive strategy has been implemented to combat drug cartels and criminal organizations.	these measures aim to strengthen law enforcement and judicial cooperation.	5.0
4278	0d49d62842b7aff4a22feebc1	the incident highlights the ongoing humanitarian crisis in the region.	the conflict in the region continues to claim innocent lives.	0.8
5613	ee0a587d11cc1ad3f7a4d7b25	the US government is likely to protest the decision.	the detained American tourist will face a trial in North Korea.	5.0
4813	2ce42d2de01845ab408a252b5	Bombs kill two people, wound dozens at Boston Marathon	the authorities are relieved it was not a larger-scale attack.	2.2
3186	5757edd017782251b621dbd03	they were instructed to follow the Atkins diet plan.	the participants received a copy of the Atkins diet book.	2.5
4458	eadac58139503d2b912279b25	he acknowledges significant strides in LGBTQ+ equality.	the French government's stance on same-sex unions is controversial.	1.0
1753	861c844c6a36564aad9d0e85e	a casual gathering is taking place.	she is waiting for her pizza delivery.	1.4
3890	423f7853c7ada618476589849	the city is on high alert.	he is suffering from mental health issues.	0.8
5103	35830f28ff1a2459d1f45d3d8	Scott Morrison's tenure as PM has come to an end.	fear for their lives in the midst of communal violence.	0.0
1096	7f5d1e11bcf92d0b8b2afee6b	a canine is lounging on a decorative piece of furniture.	the dog is enjoying a cozy moment.	1.8
990	1146ceeddbb7d0b1a86a06b1e	she finds solace in the soothing melodies.	she was relaxing with her yarn.	0.0
2543	0594568f5753e1da682583648	the archdiocese is attempting to resolve the allegations of abuse.	the archdiocese is attempting to resolve the allegations of sexual misconduct.	3.6
3536	d0464ee30e0be44f332030e33	the swiss government was allegedly supporting terrorist activities.	the Swiss government was accused of supporting terrorism.	4.4
840	0f299d9e41e907e68c8c46c47	they are cleaning the steak with water.	he is washing a big piece of meat.	3.929
474	77d223c6669e79e4c797a6e19	a person sitting is strumming the instrument.	he is performing a live music set.	3.25
995	649d9da52ee8952480921cb64	she is a musician.	she is preparing a meal.	0.75
3193	c7cbf26205263403ba49cb616	it will be a significant employer in the region.	it will create a significant number of jobs.	4.0
7037	ada55ee16f139bbc442e2b81e	the economic crisis is severe.	the economy remains sluggish.	1.0
1463	1858a42e945d0cfb338f70184	a feline creature is resting on a vibrant textile.	a feline basking in warm sunlight.	2.8
5289	4cac2d10b7fe59b5f713c333e	the international community stands in solidarity with the Syrian people.	the two countries are seeking to strengthen their bilateral relations.	1.4
1467	f351d8b13776578e4386deb82	he is admiring the sleek design of the vehicle.	he is admiring its sleek design.	4.0
2015	ebacce414ab2161cf81a7a08a	the earth's agricultural capacity is sufficient for a large population.	the global demand is not being met.	2.2
1651	9f70354dbc7f76a062cf11dbe	they are configuring a new server.	it's a winter wonderland scene.	0.0
6585	ad991084a0f9f3373f3584d63	weanling rats are often used in scientific experiments.	small rodents can be used as alternatives to mice in experiments.	3.4
5760	a126d69cda7cf4efa045edd08	he is strumming the strings.	he is producing a melodious sound.	1.583
7897	fd5ca75e7a72a457eefce80fe	when in doubt, it's best to err on the side of caution.	it's better to err on the side of caution.	4.0
6240	86685cc59175a1dc192ddc0cb	is taking a risk with his balance.	the dogs are running on a sandy surface.	0.0
6542	069f0412078fa9f9fc6d7aef0	it is a blockage in the blood vessels.	it's essential to understand the causes and prevention methods.	0.0
1478	2311b3e2bedffc389d48d1dc5	a social gathering is taking place.	they are having a family dinner together.	3.4
579	5c16d78d59f24e0602141b1c7	he is making beautiful music.	he is moving his body to the rhythm of the music.	0.5
4514	9f94718285e83997ca2190644	the Taliban suffered significant losses in the recent military operations.	dozens more were injured in the operations.	2.8
1383	e9cda917a48cd17569f4fa063	a nostalgic scene from a bygone era.	it's a nostalgic scene of a bygone era.	4.5
3312	1226f19f0b0295b4ce2a73ab8	they receive premium support and advanced features.	the cost of SMS 2003 with 10 device client access licenses is $1,219.	4.333
299	fd8d47c79da40d94d0eb1e67d	the puppy is losing its grip.	it's trying to reverse its momentum.	3.8
6580	cf0f62befc4c99232b53119f2	it's just a normal part of the aquatic cycle.	water quality issues lead to fish mortality.	1.4
1126	0011648cb957b828f2e6850e8	a dairy farm is in sight.	a picturesque landscape is being created.	0.2
6774	033609614954c30839250eba3	her store was being looted by a group of rioters.	she was extremely frightened.	3.8
7238	bcb47b444e35c38851bab4732	the top stories and news highlights are summarized below.	the top news stories and trends of the day are as follows.	2.0
1476	30e67c96933100d54485bfe93	a feline is perched on a piece of furniture gazing upwards.	a canine is comfortably seated on a vibrant chair beside a verdant waste receptacle.	0.4
2917	df0daf6cf88ab5cec8d764737	the search for Nefertiti's tomb remains ongoing.	the discovery could rewrite the history of ancient Egypt.	2.6
2960	c2ad2a16e807605c9a6061ba2	the officer's lack of action on the scandal was highlighted.	the officer's inaction contributed to the scandal's persistence.	5.0
5968	c61fa7bceda9119b9577edd20	he is making beautiful music.	he is a musician.	1.25
7036	dbc8111449d3c957f9e1d4b4a	the arrests are a clear violation of human rights.	French authorities are struggling to manage the situation.	2.2
7490	8196a33f1b5c913ac855dba04	a primate is demonstrating its agility.	she is cooking a meal.	0.0
4632	9226b9dcbb00dfea5fe4090f1	a US drone attack in North Waziristan has claimed his life.	the Taliban's retaliation will be brutal and merciless.	2.6
4281	66c748ab8e60c2eb22c36b720	the Shanghai Composite Index rises 1.2%.	the market is driven by optimism rather than economic data.	0.8
8118	ee6faa5c4fd6172f7a1bd9892	it's been nagging me for a while now.	I've encountered it several times.	4.0
6099	d591cbefec55280cb54d6e208	a bird is feeding from a feeder.	a bird is enjoying a snack.	3.2
475	7b57782bf6b9bb4373d8f6745	she is chopping the onion with precision.	he is cooking a meal.	1.25
7389	0eab0362e2beb882ad8af8b67	he strums the strings with his fingers.	he is strumming the strings.	5.0
6993	d8f5b05b00e47b7ce488939c9	the findings are published in a prestigious medical journal.	the latest medical research is published in the journal.	3.091
